-- --------------------------------------------------------------------------------------------------
-- - Cliente
-- --------------------------------------------------------------------------------------------------
insert into Cliente (nomeCliente, telefoneCliente, sexoCliente, dataNascimento) values ('Torre Symondson', '255 601 2871', 'Male', '2019-04-05 08:51:33');
insert into preferenciaImovel  (animal, trem_metro, onibus, mercado, hospital, escola, gasolina, ruaAsfaltada, piscina, jardim, quintal, redeBalanco, varanda, mobiliado, salaEstarMobiliada, salaJantarMobiliada, cozinhaMobiliada, areaServicoMobiliada, varandaMobiliada, quartoMobiliado, escritorioMobiliado) values ('Não', 'Não', 'Não', 'Sim', 'Sim', 'Sim', 'Sim', 'Sim', 'Não', 'Não', 'Não', 'Sim', 'Não', 'Sim', 'Sim', 'Sim', 'Sim', 'Sim', 'Não', 'Sim', 'Sim');
insert into preferenciaImovel  (animal, trem_metro, onibus, mercado, hospital, escola, gasolina, ruaAsfaltada, piscina, jardim, quintal, redeBalanco, varanda, mobiliado, salaEstarMobiliada, salaJantarMobiliada, cozinhaMobiliada, areaServicoMobiliada, varandaMobiliada, quartoMobiliado, escritorioMobiliado) values ('Não', 'Sim', 'Sim', 'Sim', 'Sim', 'Sim', 'Sim', 'Sim', 'Sim', 'Não', 'Não', 'Não', 'Sim', 'Não', 'Sim', 'Sim', 'Não', 'Não', 'Não', 'Não', 'Sim');
insert into preferenciaImovel  (animal, trem_metro, onibus, mercado, hospital, escola, gasolina, ruaAsfaltada, piscina, jardim, quintal, redeBalanco, varanda, mobiliado, salaEstarMobiliada, salaJantarMobiliada, cozinhaMobiliada, areaServicoMobiliada, varandaMobiliada, quartoMobiliado, escritorioMobiliado) values ('Sim', 'Não', 'Não', 'Não', 'Sim', 'Sim', 'Não', 'Não', 'Sim', 'Sim', 'Não', 'Sim', 'Não', 'Sim', 'Sim', 'Sim', 'Sim', 'Não', 'Sim', 'Não', 'Não');
insert into preferenciaImovel  (animal, trem_metro, onibus, mercado, hospital, escola, gasolina, ruaAsfaltada, piscina, jardim, quintal, redeBalanco, varanda, mobiliado, salaEstarMobiliada, salaJantarMobiliada, cozinhaMobiliada, areaServicoMobiliada, varandaMobiliada, quartoMobiliado, escritorioMobiliado) values ('Não', 'Sim', 'Não', 'Não', 'Não', 'Sim', 'Não', 'Não', 'Não', 'Não', 'Não', 'Sim', 'Sim', 'Não', 'Não', 'Não', 'Não', 'Não', 'Não', 'Não', 'Sim');
insert into preferenciaImovel  (animal, trem_metro, onibus, mercado, hospital, escola, gasolina, ruaAsfaltada, piscina, jardim, quintal, redeBalanco, varanda, mobiliado, salaEstarMobiliada, salaJantarMobiliada, cozinhaMobiliada, areaServicoMobiliada, varandaMobiliada, quartoMobiliado, escritorioMobiliado) values ('Sim', 'Não', 'Sim', 'Sim', 'Não', 'Sim', 'Não', 'Não', 'Sim', 'Sim', 'Sim', 'Não', 'Sim', 'Não', 'Não', 'Não', 'Sim', 'Não', 'Não', 'Sim', 'Sim');
insert into preferenciaImovel  (animal, trem_metro, onibus, mercado, hospital, escola, gasolina, ruaAsfaltada, piscina, jardim, quintal, redeBalanco, varanda, mobiliado, salaEstarMobiliada, salaJantarMobiliada, cozinhaMobiliada, areaServicoMobiliada, varandaMobiliada, quartoMobiliado, escritorioMobiliado) values ('Não', 'Não', 'Sim', 'Sim', 'Sim', 'Sim', 'Não', 'Não', 'Não', 'Não', 'Não', 'Sim', 'Não', 'Sim', 'Não', 'Não', 'Não', 'Sim', 'Não', 'Não', 'Não');
insert into preferenciaImovel  (animal, trem_metro, onibus, mercado, hospital, escola, gasolina, ruaAsfaltada, piscina, jardim, quintal, redeBalanco, varanda, mobiliado, salaEstarMobiliada, salaJantarMobiliada, cozinhaMobiliada, areaServicoMobiliada, varandaMobiliada, quartoMobiliado, escritorioMobiliado) values ('Não', 'Não', 'Sim', 'Sim', 'Sim', 'Sim', 'Não', 'Não', 'Sim', 'Não', 'Sim', 'Não', 'Sim', 'Não', 'Não', 'Não', 'Sim', 'Não', 'Não', 'Não', 'Não');
insert into preferenciaImovel  (animal, trem_metro, onibus, mercado, hospital, escola, gasolina, ruaAsfaltada, piscina, jardim, quintal, redeBalanco, varanda, mobiliado, salaEstarMobiliada, salaJantarMobiliada, cozinhaMobiliada, areaServicoMobiliada, varandaMobiliada, quartoMobiliado, escritorioMobiliado) values ('Sim', 'Não', 'Não', 'Não', 'Sim', 'Não', 'Sim', 'Não', 'Não', 'Não', 'Sim', 'Sim', 'Não', 'Sim', 'Não', 'Não', 'Não', 'Não', 'Sim', 'Sim', 'Não');
insert into preferenciaImovel  (animal, trem_metro, onibus, mercado, hospital, escola, gasolina, ruaAsfaltada, piscina, jardim, quintal, redeBalanco, varanda, mobiliado, salaEstarMobiliada, salaJantarMobiliada, cozinhaMobiliada, areaServicoMobiliada, varandaMobiliada, quartoMobiliado, escritorioMobiliado) values ('Não', 'Não', 'Não', 'Sim', 'Sim', 'Não', 'Não', 'Sim', 'Sim', 'Sim', 'Sim', 'Sim', 'Sim', 'Sim', 'Não', 'Não', 'Sim', 'Sim', 'Sim', 'Não', 'Sim');
insert into preferenciaImovel  (animal, trem_metro, onibus, mercado, hospital, escola, gasolina, ruaAsfaltada, piscina, jardim, quintal, redeBalanco, varanda, mobiliado, salaEstarMobiliada, salaJantarMobiliada, cozinhaMobiliada, areaServicoMobiliada, varandaMobiliada, quartoMobiliado, escritorioMobiliado) values ('Sim', 'Não', 'Não', 'Sim', 'Sim', 'Não', 'Não', 'Sim', 'Não', 'Sim', 'Sim', 'Não', 'Sim', 'Não', 'Não', 'Sim', 'Sim', 'Sim', 'Não', 'Sim', 'Sim');
insert into preferenciaImovel  (animal, trem_metro, onibus, mercado, hospital, escola, gasolina, ruaAsfaltada, piscina, jardim, quintal, redeBalanco, varanda, mobiliado, salaEstarMobiliada, salaJantarMobiliada, cozinhaMobiliada, areaServicoMobiliada, varandaMobiliada, quartoMobiliado, escritorioMobiliado) values ('Sim', 'Não', 'Sim', 'Sim', 'Não', 'Não', 'Não', 'Não', 'Não', 'Não', 'Não', 'Sim', 'Não', 'Sim', 'Não', 'Sim', 'Não', 'Sim', 'Sim', 'Não', 'Sim');
insert into preferenciaImovel  (animal, trem_metro, onibus, mercado, hospital, escola, gasolina, ruaAsfaltada, piscina, jardim, quintal, redeBalanco, varanda, mobiliado, salaEstarMobiliada, salaJantarMobiliada, cozinhaMobiliada, areaServicoMobiliada, varandaMobiliada, quartoMobiliado, escritorioMobiliado) values ('Sim', 'Não', 'Não', 'Sim', 'Sim', 'Não', 'Sim', 'Não', 'Não', 'Sim', 'Sim', 'Sim', 'Sim', 'Sim', 'Sim', 'Não', 'Não', 'Não', 'Não', 'Sim', 'Não');
insert into preferenciaImovel  (animal, trem_metro, onibus, mercado, hospital, escola, gasolina, ruaAsfaltada, piscina, jardim, quintal, redeBalanco, varanda, mobiliado, salaEstarMobiliada, salaJantarMobiliada, cozinhaMobiliada, areaServicoMobiliada, varandaMobiliada, quartoMobiliado, escritorioMobiliado) values ('Sim', 'Não', 'Não', 'Sim', 'Sim', 'Não', 'Não', 'Não', 'Não', 'Não', 'Sim', 'Não', 'Sim', 'Sim', 'Não', 'Não', 'Não', 'Não', 'Não', 'Sim', 'Não');
insert into preferenciaImovel  (animal, trem_metro, onibus, mercado, hospital, escola, gasolina, ruaAsfaltada, piscina, jardim, quintal, redeBalanco, varanda, mobiliado, salaEstarMobiliada, salaJantarMobiliada, cozinhaMobiliada, areaServicoMobiliada, varandaMobiliada, quartoMobiliado, escritorioMobiliado) values ('Sim', 'Sim', 'Não', 'Não', 'Não', 'Sim', 'Não', 'Não', 'Sim', 'Não', 'Sim', 'Sim', 'Sim', 'Não', 'Não', 'Não', 'Não', 'Sim', 'Não', 'Não', 'Não');
insert into preferenciaImovel  (animal, trem_metro, onibus, mercado, hospital, escola, gasolina, ruaAsfaltada, piscina, jardim, quintal, redeBalanco, varanda, mobiliado, salaEstarMobiliada, salaJantarMobiliada, cozinhaMobiliada, areaServicoMobiliada, varandaMobiliada, quartoMobiliado, escritorioMobiliado) values ('Não', 'Não', 'Sim', 'Não', 'Sim', 'Sim', 'Não', 'Sim', 'Não', 'Sim', 'Não', 'Sim', 'Não', 'Sim', 'Não', 'Sim', 'Sim', 'Não', 'Sim', 'Não', 'Sim');
insert into preferenciaImovel  (animal, trem_metro, onibus, mercado, hospital, escola, gasolina, ruaAsfaltada, piscina, jardim, quintal, redeBalanco, varanda, mobiliado, salaEstarMobiliada, salaJantarMobiliada, cozinhaMobiliada, areaServicoMobiliada, varandaMobiliada, quartoMobiliado, escritorioMobiliado) values ('Sim', 'Sim', 'Sim', 'Sim', 'Sim', 'Sim', 'Não', 'Sim', 'Não', 'Não', 'Não', 'Não', 'Sim', 'Sim', 'Não', 'Não', 'Não', 'Não', 'Sim', 'Não', 'Não');
insert into preferenciaImovel  (animal, trem_metro, onibus, mercado, hospital, escola, gasolina, ruaAsfaltada, piscina, jardim, quintal, redeBalanco, varanda, mobiliado, salaEstarMobiliada, salaJantarMobiliada, cozinhaMobiliada, areaServicoMobiliada, varandaMobiliada, quartoMobiliado, escritorioMobiliado) values ('Sim', 'Sim', 'Sim', 'Não', 'Não', 'Não', 'Não', 'Não', 'Sim', 'Sim', 'Não', 'Não', 'Sim', 'Sim', 'Sim', 'Não', 'Não', 'Sim', 'Sim', 'Não', 'Sim');
insert into preferenciaImovel  (animal, trem_metro, onibus, mercado, hospital, escola, gasolina, ruaAsfaltada, piscina, jardim, quintal, redeBalanco, varanda, mobiliado, salaEstarMobiliada, salaJantarMobiliada, cozinhaMobiliada, areaServicoMobiliada, varandaMobiliada, quartoMobiliado, escritorioMobiliado) values ('Não', 'Não', 'Sim', 'Sim', 'Não', 'Sim', 'Não', 'Não', 'Não', 'Sim', 'Sim', 'Não', 'Sim', 'Não', 'Não', 'Sim', 'Sim', 'Sim', 'Não', 'Não', 'Não');
insert into preferenciaImovel  (animal, trem_metro, onibus, mercado, hospital, escola, gasolina, ruaAsfaltada, piscina, jardim, quintal, redeBalanco, varanda, mobiliado, salaEstarMobiliada, salaJantarMobiliada, cozinhaMobiliada, areaServicoMobiliada, varandaMobiliada, quartoMobiliado, escritorioMobiliado) values ('Não', 'Sim', 'Sim', 'Não', 'Não', 'Sim', 'Sim', 'Sim', 'Não', 'Não', 'Sim', 'Sim', 'Sim', 'Sim', 'Não', 'Não', 'Sim', 'Sim', 'Não', 'Não', 'Sim');
insert into preferenciaImovel  (animal, trem_metro, onibus, mercado, hospital, escola, gasolina, ruaAsfaltada, piscina, jardim, quintal, redeBalanco, varanda, mobiliado, salaEstarMobiliada, salaJantarMobiliada, cozinhaMobiliada, areaServicoMobiliada, varandaMobiliada, quartoMobiliado, escritorioMobiliado) values ('Não', 'Sim', 'Não', 'Não', 'Sim', 'Sim', 'Sim', 'Sim', 'Sim', 'Sim', 'Não', 'Não', 'Sim', 'Sim', 'Sim', 'Sim', 'Sim', 'Sim', 'Sim', 'Não', 'Não');
insert into preferenciaImovel  (animal, trem_metro, onibus, mercado, hospital, escola, gasolina, ruaAsfaltada, piscina, jardim, quintal, redeBalanco, varanda, mobiliado, salaEstarMobiliada, salaJantarMobiliada, cozinhaMobiliada, areaServicoMobiliada, varandaMobiliada, quartoMobiliado, escritorioMobiliado) values ('Sim', 'Sim', 'Sim', 'Não', 'Não', 'Sim', 'Não', 'Não', 'Sim', 'Não', 'Sim', 'Não', 'Sim', 'Não', 'Sim', 'Não', 'Sim', 'Não', 'Sim', 'Não', 'Não');
insert into preferenciaImovel  (animal, trem_metro, onibus, mercado, hospital, escola, gasolina, ruaAsfaltada, piscina, jardim, quintal, redeBalanco, varanda, mobiliado, salaEstarMobiliada, salaJantarMobiliada, cozinhaMobiliada, areaServicoMobiliada, varandaMobiliada, quartoMobiliado, escritorioMobiliado) values ('Não', 'Não', 'Sim', 'Não', 'Não', 'Não', 'Não', 'Sim', 'Não', 'Sim', 'Sim', 'Não', 'Sim', 'Sim', 'Sim', 'Não', 'Sim', 'Sim', 'Sim', 'Sim', 'Não');
insert into preferenciaImovel  (animal, trem_metro, onibus, mercado, hospital, escola, gasolina, ruaAsfaltada, piscina, jardim, quintal, redeBalanco, varanda, mobiliado, salaEstarMobiliada, salaJantarMobiliada, cozinhaMobiliada, areaServicoMobiliada, varandaMobiliada, quartoMobiliado, escritorioMobiliado) values ('Não', 'Sim', 'Não', 'Não', 'Sim', 'Sim', 'Sim', 'Sim', 'Sim', 'Sim', 'Sim', 'Não', 'Não', 'Não', 'Sim', 'Sim', 'Sim', 'Não', 'Não', 'Não', 'Sim');
insert into preferenciaImovel  (animal, trem_metro, onibus, mercado, hospital, escola, gasolina, ruaAsfaltada, piscina, jardim, quintal, redeBalanco, varanda, mobiliado, salaEstarMobiliada, salaJantarMobiliada, cozinhaMobiliada, areaServicoMobiliada, varandaMobiliada, quartoMobiliado, escritorioMobiliado) values ('Não', 'Não', 'Sim', 'Não', 'Não', 'Sim', 'Não', 'Sim', 'Não', 'Sim', 'Sim', 'Sim', 'Sim', 'Sim', 'Não', 'Sim', 'Não', 'Não', 'Sim', 'Não', 'Sim');
insert into preferenciaImovel  (animal, trem_metro, onibus, mercado, hospital, escola, gasolina, ruaAsfaltada, piscina, jardim, quintal, redeBalanco, varanda, mobiliado, salaEstarMobiliada, salaJantarMobiliada, cozinhaMobiliada, areaServicoMobiliada, varandaMobiliada, quartoMobiliado, escritorioMobiliado) values ('Sim', 'Sim', 'Sim', 'Sim', 'Não', 'Sim', 'Sim', 'Não', 'Sim', 'Não', 'Sim', 'Não', 'Não', 'Não', 'Sim', 'Não', 'Sim', 'Sim', 'Não', 'Não', 'Sim');
insert into preferenciaImovel  (animal, trem_metro, onibus, mercado, hospital, escola, gasolina, ruaAsfaltada, piscina, jardim, quintal, redeBalanco, varanda, mobiliado, salaEstarMobiliada, salaJantarMobiliada, cozinhaMobiliada, areaServicoMobiliada, varandaMobiliada, quartoMobiliado, escritorioMobiliado) values ('Sim', 'Não', 'Sim', 'Sim', 'Sim', 'Sim', 'Sim', 'Sim', 'Não', 'Não', 'Não', 'Sim', 'Não', 'Sim', 'Não', 'Sim', 'Não', 'Sim', 'Não', 'Sim', 'Sim');
insert into preferenciaImovel  (animal, trem_metro, onibus, mercado, hospital, escola, gasolina, ruaAsfaltada, piscina, jardim, quintal, redeBalanco, varanda, mobiliado, salaEstarMobiliada, salaJantarMobiliada, cozinhaMobiliada, areaServicoMobiliada, varandaMobiliada, quartoMobiliado, escritorioMobiliado) values ('Não', 'Não', 'Não', 'Não', 'Sim', 'Não', 'Sim', 'Não', 'Não', 'Sim', 'Sim', 'Sim', 'Sim', 'Sim', 'Não', 'Não', 'Não', 'Sim', 'Sim', 'Sim', 'Sim');
insert into preferenciaImovel  (animal, trem_metro, onibus, mercado, hospital, escola, gasolina, ruaAsfaltada, piscina, jardim, quintal, redeBalanco, varanda, mobiliado, salaEstarMobiliada, salaJantarMobiliada, cozinhaMobiliada, areaServicoMobiliada, varandaMobiliada, quartoMobiliado, escritorioMobiliado) values ('Não', 'Sim', 'Não', 'Sim', 'Sim', 'Sim', 'Sim', 'Não', 'Sim', 'Sim', 'Não', 'Não', 'Não', 'Não', 'Sim', 'Não', 'Não', 'Sim', 'Sim', 'Sim', 'Não');
insert into preferenciaImovel  (animal, trem_metro, onibus, mercado, hospital, escola, gasolina, ruaAsfaltada, piscina, jardim, quintal, redeBalanco, varanda, mobiliado, salaEstarMobiliada, salaJantarMobiliada, cozinhaMobiliada, areaServicoMobiliada, varandaMobiliada, quartoMobiliado, escritorioMobiliado) values ('Não', 'Não', 'Sim', 'Não', 'Não', 'Não', 'Sim', 'Sim', 'Não', 'Sim', 'Não', 'Sim', 'Não', 'Não', 'Não', 'Não', 'Não', 'Não', 'Sim', 'Não', 'Não');
insert into preferenciaImovel  (animal, trem_metro, onibus, mercado, hospital, escola, gasolina, ruaAsfaltada, piscina, jardim, quintal, redeBalanco, varanda, mobiliado, salaEstarMobiliada, salaJantarMobiliada, cozinhaMobiliada, areaServicoMobiliada, varandaMobiliada, quartoMobiliado, escritorioMobiliado) values ('Sim', 'Sim', 'Sim', 'Sim', 'Sim', 'Sim', 'Sim', 'Não', 'Sim', 'Não', 'Sim', 'Sim', 'Não', 'Não', 'Não', 'Sim', 'Sim', 'Sim', 'Não', 'Não', 'Sim');
insert into preferenciaImovel  (animal, trem_metro, onibus, mercado, hospital, escola, gasolina, ruaAsfaltada, piscina, jardim, quintal, redeBalanco, varanda, mobiliado, salaEstarMobiliada, salaJantarMobiliada, cozinhaMobiliada, areaServicoMobiliada, varandaMobiliada, quartoMobiliado, escritorioMobiliado) values ('Não', 'Não', 'Não', 'Não', 'Sim', 'Sim', 'Não', 'Não', 'Sim', 'Não', 'Não', 'Sim', 'Sim', 'Sim', 'Sim', 'Sim', 'Sim', 'Não', 'Não', 'Não', 'Sim');
insert into preferenciaImovel  (animal, trem_metro, onibus, mercado, hospital, escola, gasolina, ruaAsfaltada, piscina, jardim, quintal, redeBalanco, varanda, mobiliado, salaEstarMobiliada, salaJantarMobiliada, cozinhaMobiliada, areaServicoMobiliada, varandaMobiliada, quartoMobiliado, escritorioMobiliado) values ('Sim', 'Não', 'Sim', 'Sim', 'Sim', 'Não', 'Não', 'Sim', 'Não', 'Sim', 'Não', 'Sim', 'Sim', 'Sim', 'Não', 'Não', 'Sim', 'Sim', 'Não', 'Sim', 'Não');
insert into preferenciaImovel  (animal, trem_metro, onibus, mercado, hospital, escola, gasolina, ruaAsfaltada, piscina, jardim, quintal, redeBalanco, varanda, mobiliado, salaEstarMobiliada, salaJantarMobiliada, cozinhaMobiliada, areaServicoMobiliada, varandaMobiliada, quartoMobiliado, escritorioMobiliado) values ('Não', 'Sim', 'Sim', 'Não', 'Sim', 'Sim', 'Não', 'Sim', 'Não', 'Sim', 'Não', 'Sim', 'Não', 'Não', 'Sim', 'Não', 'Não', 'Não', 'Sim', 'Não', 'Sim');
insert into preferenciaImovel  (animal, trem_metro, onibus, mercado, hospital, escola, gasolina, ruaAsfaltada, piscina, jardim, quintal, redeBalanco, varanda, mobiliado, salaEstarMobiliada, salaJantarMobiliada, cozinhaMobiliada, areaServicoMobiliada, varandaMobiliada, quartoMobiliado, escritorioMobiliado) values ('Não', 'Não', 'Sim', 'Sim', 'Não', 'Não', 'Sim', 'Não', 'Não', 'Sim', 'Não', 'Não', 'Sim', 'Sim', 'Sim', 'Não', 'Sim', 'Não', 'Sim', 'Não', 'Não');
insert into preferenciaImovel  (animal, trem_metro, onibus, mercado, hospital, escola, gasolina, ruaAsfaltada, piscina, jardim, quintal, redeBalanco, varanda, mobiliado, salaEstarMobiliada, salaJantarMobiliada, cozinhaMobiliada, areaServicoMobiliada, varandaMobiliada, quartoMobiliado, escritorioMobiliado) values ('Não', 'Sim', 'Sim', 'Não', 'Não', 'Não', 'Sim', 'Sim', 'Não', 'Sim', 'Sim', 'Sim', 'Sim', 'Não', 'Não', 'Sim', 'Não', 'Não', 'Não', 'Sim', 'Não');
insert into preferenciaImovel  (animal, trem_metro, onibus, mercado, hospital, escola, gasolina, ruaAsfaltada, piscina, jardim, quintal, redeBalanco, varanda, mobiliado, salaEstarMobiliada, salaJantarMobiliada, cozinhaMobiliada, areaServicoMobiliada, varandaMobiliada, quartoMobiliado, escritorioMobiliado) values ('Não', 'Não', 'Sim', 'Não', 'Sim', 'Não', 'Sim', 'Sim', 'Não', 'Não', 'Não', 'Sim', 'Não', 'Sim', 'Sim', 'Sim', 'Sim', 'Não', 'Sim', 'Sim', 'Sim');
insert into preferenciaImovel  (animal, trem_metro, onibus, mercado, hospital, escola, gasolina, ruaAsfaltada, piscina, jardim, quintal, redeBalanco, varanda, mobiliado, salaEstarMobiliada, salaJantarMobiliada, cozinhaMobiliada, areaServicoMobiliada, varandaMobiliada, quartoMobiliado, escritorioMobiliado) values ('Não', 'Sim', 'Sim', 'Sim', 'Sim', 'Sim', 'Não', 'Sim', 'Não', 'Sim', 'Sim', 'Sim', 'Não', 'Não', 'Sim', 'Sim', 'Não', 'Não', 'Sim', 'Não', 'Sim');
insert into preferenciaImovel  (animal, trem_metro, onibus, mercado, hospital, escola, gasolina, ruaAsfaltada, piscina, jardim, quintal, redeBalanco, varanda, mobiliado, salaEstarMobiliada, salaJantarMobiliada, cozinhaMobiliada, areaServicoMobiliada, varandaMobiliada, quartoMobiliado, escritorioMobiliado) values ('Sim', 'Não', 'Não', 'Sim', 'Sim', 'Sim', 'Sim', 'Não', 'Não', 'Sim', 'Sim', 'Sim', 'Sim', 'Não', 'Não', 'Não', 'Não', 'Sim', 'Não', 'Sim', 'Não');
insert into preferenciaImovel  (animal, trem_metro, onibus, mercado, hospital, escola, gasolina, ruaAsfaltada, piscina, jardim, quintal, redeBalanco, varanda, mobiliado, salaEstarMobiliada, salaJantarMobiliada, cozinhaMobiliada, areaServicoMobiliada, varandaMobiliada, quartoMobiliado, escritorioMobiliado) values ('Sim', 'Sim', 'Sim', 'Sim', 'Sim', 'Não', 'Não', 'Sim', 'Sim', 'Não', 'Não', 'Sim', 'Sim', 'Não', 'Sim', 'Sim', 'Sim', 'Não', 'Não', 'Não', 'Sim');
insert into preferenciaImovel  (animal, trem_metro, onibus, mercado, hospital, escola, gasolina, ruaAsfaltada, piscina, jardim, quintal, redeBalanco, varanda, mobiliado, salaEstarMobiliada, salaJantarMobiliada, cozinhaMobiliada, areaServicoMobiliada, varandaMobiliada, quartoMobiliado, escritorioMobiliado) values ('Não', 'Não', 'Sim', 'Não', 'Não', 'Sim', 'Não', 'Sim', 'Não', 'Sim', 'Sim', 'Não', 'Sim', 'Sim', 'Sim', 'Não', 'Não', 'Não', 'Não', 'Sim', 'Não');
insert into preferenciaImovel  (animal, trem_metro, onibus, mercado, hospital, escola, gasolina, ruaAsfaltada, piscina, jardim, quintal, redeBalanco, varanda, mobiliado, salaEstarMobiliada, salaJantarMobiliada, cozinhaMobiliada, areaServicoMobiliada, varandaMobiliada, quartoMobiliado, escritorioMobiliado) values ('Não', 'Não', 'Sim', 'Não', 'Não', 'Não', 'Sim', 'Sim', 'Não', 'Sim', 'Sim', 'Não', 'Sim', 'Não', 'Sim', 'Sim', 'Não', 'Não', 'Não', 'Não', 'Não');
insert into preferenciaImovel  (animal, trem_metro, onibus, mercado, hospital, escola, gasolina, ruaAsfaltada, piscina, jardim, quintal, redeBalanco, varanda, mobiliado, salaEstarMobiliada, salaJantarMobiliada, cozinhaMobiliada, areaServicoMobiliada, varandaMobiliada, quartoMobiliado, escritorioMobiliado) values ('Não', 'Não', 'Sim', 'Não', 'Não', 'Sim', 'Sim', 'Sim', 'Não', 'Sim', 'Sim', 'Não', 'Sim', 'Sim', 'Não', 'Não', 'Não', 'Não', 'Não', 'Sim', 'Não');
insert into preferenciaImovel  (animal, trem_metro, onibus, mercado, hospital, escola, gasolina, ruaAsfaltada, piscina, jardim, quintal, redeBalanco, varanda, mobiliado, salaEstarMobiliada, salaJantarMobiliada, cozinhaMobiliada, areaServicoMobiliada, varandaMobiliada, quartoMobiliado, escritorioMobiliado) values ('Não', 'Não', 'Não', 'Sim', 'Sim', 'Não', 'Sim', 'Não', 'Sim', 'Não', 'Sim', 'Sim', 'Não', 'Não', 'Sim', 'Não', 'Sim', 'Sim', 'Não', 'Sim', 'Sim');
insert into preferenciaImovel  (animal, trem_metro, onibus, mercado, hospital, escola, gasolina, ruaAsfaltada, piscina, jardim, quintal, redeBalanco, varanda, mobiliado, salaEstarMobiliada, salaJantarMobiliada, cozinhaMobiliada, areaServicoMobiliada, varandaMobiliada, quartoMobiliado, escritorioMobiliado) values ('Não', 'Não', 'Sim', 'Sim', 'Sim', 'Sim', 'Não', 'Sim', 'Sim', 'Não', 'Não', 'Não', 'Sim', 'Não', 'Não', 'Não', 'Sim', 'Sim', 'Não', 'Não', 'Não');
